zcta,CBSASub20,Areaname20,safmr_0br,safmr_0br_90pct_pay_std,safmr_0br_110pct_pay_std,safmr_1br,safmr_1br_90pct_pay_std,safmr_1br_110pct_pay_std,safmr_2br,safmr_2br_90pct_pay_std,safmr_2br_110pct_pay_std,safmr_3br,safmr_3br_90pct_pay_std,safmr_3br_110pct_pay_std,safmr_4br,safmr_4br_90pct_pay_std,safmr_4br_110pct_pay_std
33137,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1280,1152,1408,1520,1368,1672,1920,1728,2112,2560,2304,2816,3100,2790,3410
33138,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",970,873,1067,1150,1035,1265,1460,1314,1606,1940,1746,2134,2350,2115,2585
33139,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1630,1467,1793,1930,1737,2123,2440,2196,2684,3250,2925,3575,3930,3537,4323
33140,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1570,1413,1727,1870,1683,2057,2360,2124,2596,3140,2826,3454,3810,3429,4191
33141,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1230,1107,1353,1450,1305,1595,1840,1656,2024,2450,2205,2695,2970,2673,3267
33142,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",890,801,979,1060,954,1166,1340,1206,1474,1780,1602,1958,2160,1944,2376
33143,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1230,1107,1353,1450,1305,1595,1840,1656,2024,2450,2205,2695,2970,2673,3267
33144,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33145,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1220,1098,1342,1450,1305,1595,1830,1647,2013,2440,2196,2684,2950,2655,3245
33146,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1630,1467,1793,1930,1737,2123,2440,2196,2684,3250,2925,3575,3930,3537,4323
33147,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",910,819,1001,1080,972,1188,1370,1233,1507,1820,1638,2002,2210,1989,2431
33149,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1630,1467,1793,1930,1737,2123,2440,2196,2684,3250,2925,3575,3930,3537,4323
33150,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",860,774,946,1040,936,1144,1310,1179,1441,1750,1575,1925,2120,1908,2332
33152,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33153,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33154,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1550,1395,1705,1830,1647,2013,2320,2088,2552,3090,2781,3399,3740,3366,4114
33155,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1220,1098,1342,1450,1305,1595,1830,1647,2013,2440,2196,2684,2950,2655,3245
33156,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1350,1215,1485,1600,1440,1760,2020,1818,2222,2690,2421,2959,3260,2934,3586
33157,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",990,891,1089,1180,1062,1298,1490,1341,1639,1980,1782,2178,2400,2160,2640
33158,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1190,1071,1309,1410,1269,1551,1780,1602,1958,2370,2133,2607,2880,2592,3168
33160,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1490,1341,1639,1760,1584,1936,2230,2007,2453,2970,2673,3267,3600,3240,3960
33161,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1040,936,1144,1230,1107,1353,1560,1404,1716,2080,1872,2288,2520,2268,2772
33162,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1010,909,1111,1200,1080,1320,1520,1368,1672,2020,1818,2222,2450,2205,2695
33163,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33164,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33165,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1160,1044,1276,1380,1242,1518,1740,1566,1914,2320,2088,2552,2810,2529,3091
33166,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1210,1089,1331,1440,1296,1584,1820,1638,2002,2420,2178,2662,2940,2646,3234
33167,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1020,918,1122,1210,1089,1331,1530,1377,1683,2040,1836,2244,2470,2223,2717
33168,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1110,999,1221,1320,1188,1452,1670,1503,1837,2220,1998,2442,2690,2421,2959
33169,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",990,891,1089,1180,1062,1298,1490,1341,1639,1980,1782,2178,2400,2160,2640
33170,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1300,1170,1430,1640,1476,1804,2180,1962,2398,2640,2376,2904
33172,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1270,1143,1397,1500,1350,1650,1900,1710,2090,2530,2277,2783,3060,2754,3366
33173,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1250,1125,1375,1490,1341,1639,1880,1692,2068,2500,2250,2750,3030,2727,3333
33174,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1130,1017,1243,1340,1206,1474,1690,1521,1859,2250,2025,2475,2730,2457,3003
33175,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1300,1170,1430,1540,1386,1694,1950,1755,2145,2600,2340,2860,3140,2826,3454
33176,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1230,1107,1353,1460,1314,1606,1850,1665,2035,2460,2214,2706,2980,2682,3278
33177,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1010,909,1111,1190,1071,1309,1510,1359,1661,2010,1809,2211,2440,2196,2684
33178,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1630,1467,1793,1930,1737,2123,2440,2196,2684,3250,2925,3575,3930,3537,4323
33179,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1110,999,1221,1320,1188,1452,1670,1503,1837,2220,1998,2442,2690,2421,2959
33180,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1630,1467,1793,1930,1737,2123,2440,2196,2684,3250,2925,3575,3930,3537,4323
33181,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1150,1035,1265,1360,1224,1496,1720,1548,1892,2290,2061,2519,2770,2493,3047
33182,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1610,1449,1771,1910,1719,2101,2420,2178,2662,3220,2898,3542,3900,3510,4290
33183,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1250,1125,1375,1490,1341,1639,1880,1692,2068,2500,2250,2750,3030,2727,3333
33184,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1210,1089,1331,1440,1296,1584,1820,1638,2002,2420,2178,2662,2940,2646,3234
33185,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1630,1467,1793,1930,1737,2123,2440,2196,2684,3250,2925,3575,3930,3537,4323
33186,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1370,1233,1507,1620,1458,1782,2050,1845,2255,2730,2457,3003,3310,2979,3641
33187,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1170,1053,1287,1390,1251,1529,1760,1584,1936,2340,2106,2574,2840,2556,3124
33189,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",980,882,1078,1160,1044,1276,1470,1323,1617,1960,1764,2156,2370,2133,2607
33190,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1080,972,1188,1280,1152,1408,1620,1458,1782,2160,1944,2376,2610,2349,2871
33193,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1180,1062,1298,1400,1260,1540,1770,1593,1947,2360,2124,2596,2850,2565,3135
33194,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1570,1413,1727,1860,1674,2046,2350,2115,2585,3130,2817,3443,3790,3411,4169
33196,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1470,1323,1617,1740,1566,1914,2200,1980,2420,2930,2637,3223,3550,3195,3905
33197,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33222,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33231,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33233,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33234,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33238,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33239,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33242,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33243,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33245,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33247,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33255,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33256,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33257,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33261,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33265,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33266,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33269,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33280,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33283,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
33296,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1090,981,1199,1290,1161,1419,1630,1467,1793,2170,1953,2387,2630,2367,2893
