zcta,CBSASub20,Areaname20,safmr_0br,safmr_0br_90pct_pay_std,safmr_0br_110pct_pay_std,safmr_1br,safmr_1br_90pct_pay_std,safmr_1br_110pct_pay_std,safmr_2br,safmr_2br_90pct_pay_std,safmr_2br_110pct_pay_std,safmr_3br,safmr_3br_90pct_pay_std,safmr_3br_110pct_pay_std,safmr_4br,safmr_4br_90pct_pay_std,safmr_4br_110pct_pay_std
33176,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",990,891,1089,1210,1089,1331,1540,1386,1694,2050,1845,2255,2480,2232,2728
33177,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1020,918,1122,1250,1125,1375,1590,1431,1749,2110,1899,2321,2550,2295,2805
33178,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1300,1170,1430,1590,1431,1749,2020,1818,2222,2680,2412,2948,3240,2916,3564
33179,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",880,792,968,1080,972,1188,1370,1233,1507,1820,1638,2002,2200,1980,2420
33180,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1310,1179,1441,1600,1440,1760,2030,1827,2233,2690,2421,2959,3260,2934,3586
33181,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",950,855,1045,1160,1044,1276,1470,1323,1617,1960,1764,2156,2370,2133,2607
33182,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1280,1152,1408,1570,1413,1727,1990,1791,2189,2650,2385,2915,3200,2880,3520
33183,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1010,909,1111,1240,1116,1364,1570,1413,1727,2090,1881,2299,2530,2277,2783
33184,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1030,927,1133,1260,1134,1386,1590,1431,1749,2120,1908,2332,2570,2313,2827
33185,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1310,1179,1441,1600,1440,1760,2030,1827,2233,2690,2421,2959,3260,2934,3586
33186,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1120,1008,1232,1370,1233,1507,1740,1566,1914,2310,2079,2541,2800,2520,3080
33187,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33189,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",810,729,891,990,891,1089,1250,1125,1375,1660,1494,1826,2010,1809,2211
33190,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",860,774,946,1050,945,1155,1330,1197,1463,1770,1593,1947,2140,1926,2354
33193,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",950,855,1045,1170,1053,1287,1480,1332,1628,1970,1773,2167,2380,2142,2618
33194,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1310,1179,1441,1600,1440,1760,2030,1827,2233,2690,2421,2959,3260,2934,3586
33196,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",1080,972,1188,1320,1188,1452,1670,1503,1837,2220,1998,2442,2690,2421,2959
33197,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33222,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33231,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33233,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33234,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33238,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33239,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33242,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33243,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33245,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33247,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33255,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33256,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33257,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33261,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33265,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33266,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33269,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33280,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33283,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
33296,METRO33100MM5000,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",870,783,957,1070,963,1177,1350,1215,1485,1800,1620,1980,2170,1953,2387
